name,t_ms,num_dependent_lines,num_lines,num_deps
..\..\third_party\blink\renderer\core\animation\effect_input.cc,5795,263179,1058,971
..\..\third_party\blink\renderer\core\animation\effect_model.cc,2370,166208,41,427
..\..\third_party\blink\renderer\core\animation\effect_stack.cc,4540,229574,174,742
..\..\third_party\blink\renderer\core\animation\element_animations.cc,6450,282513,188,984
..\..\third_party\blink\renderer\core\animation\inert_effect.cc,2364,162017,71,413
..\..\third_party\blink\renderer\core\animation\interpolable_filter.cc,5271,257181,245,919
..\..\third_party\blink\renderer\core\animation\interpolable_length.cc,2030,145734,395,380
..\..\third_party\blink\renderer\core\animation\interpolable_shadow.cc,5537,258243,202,927
..\..\third_party\blink\renderer\core\animation\interpolable_transform_list.cc,4780,249421,56,865
..\..\third_party\blink\renderer\core\animation\interpolable_value.cc,1157,66351,101,145
..\..\third_party\blink\renderer\core\animation\interpolation_effect.cc,2039,153726,51,359
..\..\third_party\blink\renderer\core\animation\invalidatable_interpolation.cc,6443,289162,291,1038
..\..\third_party\blink\renderer\core\animation\keyframe.cc,2483,170519,45,457
..\..\third_party\blink\renderer\core\animation\keyframe_effect.cc,8130,329566,562,1160
..\..\third_party\blink\renderer\core\animation\keyframe_effect_model.cc,7170,302249,461,1076
..\..\third_party\blink\renderer\core\animation\length_list_property_functions.cc,4147,221459,271,702
..\..\third_party\blink\renderer\core\animation\length_property_functions.cc,4248,221462,455,702
..\..\third_party\blink\renderer\core\animation\list_interpolation_functions.cc,1381,70677,468,166
..\..\third_party\blink\renderer\core\animation\number_property_functions.cc,4613,221456,180,702
..\..\third_party\blink\renderer\core\animation\path_interpolation_functions.cc,2500,175786,208,463
..\..\third_party\blink\renderer\core\animation\pending_animations.cc,4916,264692,181,894
..\..\third_party\blink\renderer\core\animation\property_handle.cc,1712,133134,44,319
..\..\third_party\blink\renderer\core\animation\sampled_effect.cc,4143,225038,48,712
..\..\third_party\blink\renderer\core\animation\scroll_timeline.cc,9748,389164,348,1578
..\..\third_party\blink\renderer\core\animation\scroll_timeline_util.cc,7235,308569,121,1094
..\..\third_party\blink\renderer\core\animation\size_interpolation_functions.cc,2368,151692,210,390
..\..\third_party\blink\renderer\core\animation\size_list_property_functions.cc,4127,221456,69,702
..\..\third_party\blink\renderer\core\animation\string_keyframe.cc,4994,248990,299,842
..\..\third_party\blink\renderer\core\animation\svg_angle_interpolation_type.cc,2534,167778,37,452
..\..\third_party\blink\renderer\core\animation\svg_integer_interpolation_type.cc,2184,162814,34,419
..\..\third_party\blink\renderer\core\animation\svg_integer_optional_integer_interpolation_type.cc,2309,162901,55,420
..\..\third_party\blink\renderer\core\animation\svg_interpolation_type.cc,2981,181644,46,500
..\..\third_party\blink\renderer\core\animation\svg_interpolation_types_map.cc,2574,171531,178,455
..\..\third_party\blink\renderer\core\animation\svg_length_interpolation_type.cc,2918,185462,96,518
..\..\third_party\blink\renderer\core\animation\svg_length_list_interpolation_type.cc,2856,182762,106,497
..\..\third_party\blink\renderer\core\animation\svg_number_interpolation_type.cc,2496,168354,47,454
..\..\third_party\blink\renderer\core\animation\svg_number_list_interpolation_type.cc,2836,179155,110,482
..\..\third_party\blink\renderer\core\animation\svg_number_optional_number_interpolation_type.cc,2266,162918,53,420
..\..\third_party\blink\renderer\core\animation\svg_path_interpolation_type.cc,2370,175360,55,456
..\..\third_party\blink\renderer\core\animation\svg_path_seg_interpolation_functions.cc,1547,104266,387,228
..\..\third_party\blink\renderer\core\animation\svg_point_list_interpolation_type.cc,3152,183527,97,512
..\..\third_party\blink\renderer\core\animation\svg_rect_interpolation_type.cc,2630,170352,60,459
..\..\third_party\blink\renderer\core\animation\svg_transform_list_interpolation_type.cc,3337,188555,317,522
..\..\third_party\blink\renderer\core\animation\svg_value_interpolation_type.cc,2587,167937,51,451
..\..\third_party\blink\renderer\core\animation\timing.cc,2414,151701,235,341
..\..\third_party\blink\renderer\core\animation\timing_input.cc,2501,168269,209,440
..\..\third_party\blink\renderer\core\animation\transition_interpolation.cc,4711,249721,62,873
..\..\third_party\blink\renderer\core\animation\transition_keyframe.cc,2672,170850,71,459
..\..\third_party\blink\renderer\core\animation\underlying_value_owner.cc,1171,67630,90,156
